doctor_id,user_id_fk,phone_number,specialty,license_number
1548,9047,96982871,Orthopaedics,67153b7b-fdb4-4fa5-8620-74d84d0d4fd5
1549,9048,82706195,Family Medicine,38147994-6754-4eac-ba6c-791ca7eb963a
1550,9049,92989693,Internal Medicine,828b436c-094b-4d01-986e-5b86f4058cc5
1551,9050,81478204,Cardiology,c2441ca9-a09f-4c5b-a8b0-5d1ff9fb2bba
1552,9051,94479665,General Practitioner,f08e61f0-6d30-4122-8d9a-e42ab903610d
1553,9052,85589033,Orthopaedics,6bf5ae69-2877-45f8-81e1-e7348af71469
1554,9053,90841174,Obstetrics and Gynaecology (O&G),e046c0dd-d936-420d-9497-4e64277a2dde
1555,9054,97822051,General Practitioner,b74012bf-5e63-4a37-abd3-ae98d39defbd
1556,9055,93574434,Family Medicine,930cf590-e353-4f54-ab84-634156287d48
1557,9056,85238824,General Practitioner,ca92d1f4-2f63-4498-9fa1-20cd09983597
1558,9057,80461050,Family Medicine,a4ee1629-b284-4167-b2d0-c086c7321546
1559,9058,99441788,Internal Medicine,f7377ae3-c851-4e1a-8c53-9f300fb4fd01
1560,9059,88702606,Obstetrics and Gynaecology (O&G),f13e572a-a325-4c61-8bc3-f0a9af8fd1cd
1561,9060,96077715,Family Medicine,50841938-5a9c-4174-a23f-fbaf55043b6f
1562,9061,85907650,Obstetrics and Gynaecology (O&G),917e0a2d-143b-40ba-bab5-1678f44f922d
1563,9062,84064604,Ophthalmology,0d81c1a2-a9ed-4e36-b099-6ad94c51785d
1564,9063,86753293,Paediatrics,70b9e46f-fc67-4651-884d-e90bcae71af8
1565,9064,97930896,Otorhinolaryngology (ENT),b4dfa991-e936-4ed7-ae56-d0e7161961bb
1566,9065,87115619,Family Medicine,394d2fbb-4c49-4a14-a8d2-a52a5b722dab
1567,9066,89851232,Orthopaedics,565e7ebb-829e-47b9-83bc-d087387e60f3
1568,9067,86879785,Paediatrics,2841f4ed-c173-4742-8549-4b60aa6a5964
1569,9068,87713915,General Practitioner,d4965886-2ecb-47e0-a350-8d9c8d186dcc
1570,9069,93348862,Dermatology,b90792a6-5623-4923-a23e-27f272477256
1571,9070,81959663,Dermatology,c3b5e34b-6631-4efe-90c8-bac149f67ebd
1572,9071,92731943,Dermatology,b088d610-3873-43a4-b449-894f468b21f0
1573,9072,96526980,Dermatology,9821ab1f-ee44-41a5-9ce0-3b70da8231b5
1574,9073,81621565,Family Medicine,b1bc959b-ea16-4f53-bf05-9d8d2122a755
1575,9074,82761575,General Practitioner,2a381f01-49de-497c-9592-44b0327ebe63
1576,9075,91054114,Internal Medicine,b4c35347-0d88-4520-90bf-562fa10f729f
1577,9076,96739034,Dermatology,6b22fcd4-04bb-48e2-8ad0-451064f58de1
1578,9077,84062545,Obstetrics and Gynaecology (O&G),99667eec-203f-4a2e-8d56-94670bcf36ad
1579,9078,87865374,Internal Medicine,fffcf0a0-0d59-4619-a4e6-ca886d871712
1580,9079,89145200,Obstetrics and Gynaecology (O&G),8c3a1a33-3317-4c72-b03e-6724c400520b
1581,9080,93441190,Orthopaedics,1e7b2ebb-8a53-4175-ae1c-b3862b59d09b
1582,9081,85708436,Otorhinolaryngology (ENT),e3631604-9a90-44fb-9bef-17cee1cd3900
1583,9082,94556148,General Practitioner,6504107f-58ad-479b-b648-e3eb337fdabe
1584,9083,86965418,General Practitioner,e57be5c5-aea6-4d9c-8a7c-3f55777f047a
1585,9084,86334558,Internal Medicine,df77ae19-0cd4-4ea3-a018-3dece7279ea1
1586,9085,94710445,Ophthalmology,6d48f5a2-d40e-4c83-ad0e-59d5254e54b9
1587,9086,83080081,Otorhinolaryngology (ENT),ce6d6635-37f6-427a-aa42-f9de242a8f4d
1588,9087,82405952,General Practitioner,efcb1826-1e09-49cc-8639-b70d52078a09
1589,9088,93033122,Orthopaedics,00ea61dd-7e16-416b-9618-c8181988ba02
1590,9089,93059867,Orthopaedics,51ea49da-58a1-41b5-aac4-d7545cebbd73
1591,9090,98627976,Ophthalmology,90c97ef7-8958-47dc-9ee6-4f311f6c6e1e
1592,9091,83853283,Internal Medicine,af821ef7-4732-483e-92df-34134afd8494
1593,9092,98523723,Family Medicine,d9527c9e-0e06-4b28-be95-58d79eff4ec6
1594,9093,87412093,Internal Medicine,807f778c-d55f-42ca-a413-b74803197103
1595,9094,80943396,Paediatrics,f756772d-1349-46fc-9d62-0c8ce4843ab5
1596,9095,98769635,Paediatrics,c01ab6f8-88bf-4fbd-bf50-fd69084c20d2
1597,9096,92582234,Otorhinolaryngology (ENT),f06ef1d3-211a-4980-9d4a-0bae221fbeb6
1598,9097,81138848,Obstetrics and Gynaecology (O&G),61884f99-01eb-4185-a4ef-cf962c1fb337
1599,9098,93917829,Cardiology,e20af10a-3b41-464b-99f9-0f5b27400084
1600,9099,84755562,General Practitioner,77a61c48-1601-4c79-b4f5-b5f5a0ed1a34
1601,9100,90664796,Dermatology,f0ffcdda-22ec-4c99-b9de-b3f9599f26c0
1602,9101,95419979,Dermatology,5edb94d7-a5ee-4db3-9256-92f94103588f
1603,9102,93534310,Paediatrics,d45ca55c-02ed-4ea8-95ce-4618e1bfc0f4
1604,9103,89660664,Ophthalmology,cabdf59c-dc30-4d06-a517-edc2b75e9482
1605,9104,81934421,Dermatology,249bf600-ff84-432e-ac47-ac8fdee495df
1606,9105,91552005,Family Medicine,72eea686-df96-4524-96ab-6b259d4916f2
1607,9106,81909973,Family Medicine,bd6636dd-f8d9-41b3-a628-46a82210182b
1608,9107,99236154,Orthopaedics,93ad5e41-8e9f-49a4-aca5-8a53a3ba7e6f
1609,9108,91271713,Cardiology,bacd5dd5-2d24-40cf-aca3-c67dbaa9dbe9
1610,9109,85990186,Paediatrics,b70cadad-c265-4388-aaa1-e1bb3ed1ae8f
1611,9110,81073608,Orthopaedics,9756d5ee-47dd-4cdd-b6d4-0bb0a68d4af2
1612,9111,86514603,Dermatology,95bf92b9-5c70-4385-8c50-037dd9b85334
1613,9112,99337723,Orthopaedics,5e348d01-8492-4e85-b21b-7967cd81426c
1614,9113,85679918,General Practitioner,314ac3e0-13d8-4977-a5b3-e03e83818a24
1615,9114,84823970,Cardiology,01e73364-0db4-4a63-8a2d-59de07ea914e
1616,9115,87079372,Obstetrics and Gynaecology (O&G),d36c690f-d51a-4b15-abda-e3024fade0c8
1617,9116,88224210,Obstetrics and Gynaecology (O&G),7e362a40-2b9c-4c42-973e-6b1df4a85ab7
1618,9117,96977057,Otorhinolaryngology (ENT),79b69f11-4208-40de-8655-1d997180149b
1619,9118,86026641,Otorhinolaryngology (ENT),c06301fc-6f62-43d3-837a-75105a18151c
1620,9119,98528298,Obstetrics and Gynaecology (O&G),0bca5d6b-1249-466b-a07f-bd469e4d5308
1621,9120,95469004,Paediatrics,52216ddd-5887-4374-b870-f0659f03665a
1622,9121,99530633,Cardiology,9cf5fe3c-7c7a-436e-b841-dacc1520c3f4
1623,9122,81027717,Dermatology,c92bc194-fd3a-40af-b40d-7f07d4068f42
1624,9123,88150076,Internal Medicine,d17ce7d4-431d-4241-89fd-133ed7e7d28b
1625,9124,95767679,Ophthalmology,fa38e135-31a2-4245-9894-e45f699559f5
1626,9125,82694951,Ophthalmology,f67a07be-38b4-4013-8dd9-e3e666115252
1627,9126,96632738,Family Medicine,f63bb12d-3010-4af2-b026-2b721b5a06c1
1628,9127,90610622,Internal Medicine,a872481f-50de-47b3-9beb-86946e2b02fc
1629,9128,87920872,Family Medicine,5a14fe01-b27a-4ad8-8c30-6b1f38d4a2be
1630,9129,95072196,Family Medicine,0e52ac25-eabd-4954-b57f-463148e0cb6a
1631,9130,80253273,General Practitioner,9874e7e9-3081-4488-a630-031853f25a46
1632,9131,91094893,Otorhinolaryngology (ENT),df2069fe-e0ad-446c-ab89-46677597a1a1
1633,9132,84981940,Dermatology,c8e02fa6-17db-4549-b641-d112dfea7e82
1634,9133,82987005,Orthopaedics,33e58229-a7b8-4522-be1d-e92f0307aa08
1635,9134,83476525,Internal Medicine,6f3c4650-1500-4568-9649-a531da49aa97
1636,9135,88758512,Family Medicine,474ebbc7-b356-40d4-a9c0-179cbed9a1be
1637,9136,83196881,General Practitioner,d58a7faa-0300-40ae-96e1-88f91d92307a
1638,9137,85179119,Ophthalmology,3bd19677-6229-41b2-9924-cbe9fec87219
1639,9138,94690050,Cardiology,8d8ff677-f405-4957-9b6c-6ab8f889712c
1640,9139,94148466,Obstetrics and Gynaecology (O&G),c58ddedd-0934-48e8-a2fe-fd505aa15210
1641,9140,84997314,Ophthalmology,f431bf08-8c6d-48d9-8f85-a72122690064
1642,9141,87822752,Paediatrics,5b78f289-1cb1-48c6-a676-b3b6e0f1e4fd
1643,9142,80220762,Cardiology,a9c8dfcc-131c-4eb4-b6db-513e5e7cfb4a
1644,9143,81554988,Internal Medicine,3792e481-3f41-4bc1-be87-702ad797c270
1645,9144,89333278,Orthopaedics,b3b7c28b-d07a-41b3-9b0a-914118bf395d
1646,9145,87124748,Orthopaedics,19735f9a-954a-4836-a7e0-1789440cb28e
1647,9146,87603029,Obstetrics and Gynaecology (O&G),625b689b-3f85-47fc-b5b6-0842980f5367
1648,9147,84418392,Ophthalmology,bd1936d4-81ac-4a8d-925c-d196f396361c
1649,9148,85136341,Family Medicine,3549f4bb-d905-408c-94cf-053415a9a793
1650,9149,88349548,Cardiology,87d5b885-b0be-402f-8695-e51122664e07
1651,9150,89378816,Paediatrics,2ae756e9-b549-4575-bb42-0c6f66f4d658
1652,9151,91299296,Cardiology,7a9188d3-fc48-492d-b87a-fba55e7e0b42
1653,9152,81032874,General Practitioner,258e737d-5491-4697-b12d-e9641772114d
1654,9153,82456996,Ophthalmology,95aff732-c44a-4f8e-92e2-0b33f5bc32d0
1655,9154,91878283,Otorhinolaryngology (ENT),372c811c-0c3c-4598-a6dd-f7ccbb9743de
1656,9155,81630430,Dermatology,c658762a-7034-44f8-9a68-bcf1cb903394
1657,9156,89564594,Cardiology,5c6027b2-d45f-4b2a-85e5-3a714f6080be
1658,9157,92382934,Ophthalmology,4317a6f3-0985-412c-851e-9e57a3a27a5e
1659,9158,95113322,General Practitioner,706fdc7d-73a0-4c87-8d3a-5ca278d01bca
1660,9159,92653110,Internal Medicine,0810514e-f04a-41c7-92a4-3af8742a45cc
1661,9160,84281998,General Practitioner,bc3b8512-83f8-4f92-9adf-494142e50afe
1662,9161,93915360,Paediatrics,5a82a2b2-e24a-4502-b949-291d6f1cdbfb
1663,9162,80072171,Internal Medicine,7a669601-47d8-4294-bf75-f2e6a64e813d
1664,9163,89605096,Ophthalmology,ebf167aa-1b20-41d1-9a34-728e0a479e68
1665,9164,93546332,Paediatrics,1bca0ab7-b4ce-4073-94a5-2cc7704498ec
1666,9165,91485244,Internal Medicine,675d4c91-b1df-4fca-9325-c88434858fa6
1667,9166,84713666,Paediatrics,5e8e3ae7-81e4-46f7-b47a-7841b4de5aeb
1668,9167,91563473,General Practitioner,55fcc6cb-9e95-4c07-a8eb-b5e4cdf7be87
1669,9168,90258461,Orthopaedics,69a8ca95-4de3-4e0e-8161-7b8bd33397b8
1670,9169,90469367,Internal Medicine,8e46ec28-74e0-4492-a42f-b3dc910758db
1671,9170,89026403,Orthopaedics,3a7298a4-4bb2-4e66-9e1e-1b9dff1ec498
1672,9171,87738292,Cardiology,021ab24c-9bc8-4bd0-800e-3be34b3e535b
1673,9172,80499708,Otorhinolaryngology (ENT),c51f9cf4-85e0-4e37-a4b5-3ad34c422d73
1674,9173,92488671,Obstetrics and Gynaecology (O&G),37400152-7f78-4272-92b7-5d8b5dba877b
1675,9174,94966229,Internal Medicine,1014fdab-3fb5-456d-859c-f0990800c886
1676,9175,93535118,General Practitioner,8d8ea3ea-b0f1-4c00-b0d0-32caa85e656f
1677,9176,96690249,General Practitioner,87ba54c7-7648-412f-be36-56ee2e9acfb7
1678,9177,99598941,Paediatrics,d30d96c4-fd0d-49a8-9b2f-c55123f6cd74
1679,9178,92053668,Paediatrics,8759a3eb-5483-433f-8e93-79e8a5b9c769
1680,9179,80085800,Otorhinolaryngology (ENT),0e109209-e0da-4bc3-aaca-d8fa72220a65
1681,9180,97304849,Paediatrics,ca667858-e292-4f32-a82f-a1b000c4dc20
1682,9181,85688610,Ophthalmology,62d29bcb-84d1-465c-98d7-c560ffb9d7aa
1683,9182,99912787,Otorhinolaryngology (ENT),a601a99e-005d-487c-b58a-f4b4674423b4
1684,9183,80409636,General Practitioner,b6179913-c5f3-43dc-8d0d-e6715189d6e5
1685,9184,90115697,Orthopaedics,02659fbb-175f-42ce-a9e0-52d52ab6a1e5
1686,9185,99134459,Obstetrics and Gynaecology (O&G),631b4bd6-7e79-4b60-bd33-713a1ea47366
1687,9186,93812452,Family Medicine,8ee65b3b-7585-468c-a685-27fbf7d1e42c
1688,9187,83762953,Otorhinolaryngology (ENT),23dd7c2f-9733-4abe-ad73-6726fd68f38c
1689,9188,80207087,Internal Medicine,e46f0006-db6a-4ba7-ba37-ee3b464a7cf1
1690,9189,82781197,Otorhinolaryngology (ENT),eaf69e84-b7ba-4b1e-8508-0525d52f019c
1691,9190,82174845,General Practitioner,57165f7b-accc-408e-9d1e-010abb3398cf
1692,9191,82576067,Internal Medicine,2c91cffe-3efe-4194-ac33-54a0533cfe94
1693,9192,85142052,General Practitioner,e593900c-e80d-40c3-9db2-4af8563d8d84
1694,9193,97120842,Paediatrics,8d5f1ee2-661b-43d4-b804-981f86ad0608
1695,9194,86092161, Gynaecology (O&G),5048baeb-4dbd-4a72-83f6-bb0d35f898d1
1696,9195,83153430,Paediatrics,5a963625-1313-42de-a2d3-da25bb88ddf4
1697,9196,92967935,Cardiology,1ddcb94b-d624-4c5b-b50f-d894d2b979dc
1698,9197,93408937,Family Medicine,25c595b2-30a0-4502-9eba-f0bd62d64bf6
1699,9198,89475069,Dermatology,b9cfd518-4269-416e-adca-30c45fd34ddd
1700,9199,89211095,Otorhinolaryngology (ENT),cd86abe6-85ef-412e-8e56-079f2e922a8a
1701,9200,96541249,Internal Medicine,73e9d2de-6bbe-463a-970b-f9d1e8bc1925
1702,9201,92623589,Ophthalmology,4e27d5fc-4179-44f7-bf32-b9b54ff2d0c9
1703,9202,96496252,Dermatology,ffc3160e-b08d-4a40-87f7-cdb5616e237c
1704,9203,89154508,General Practitioner,0196f71c-d04e-4fab-a65d-c1b8b7c7ef77
1705,9204,83009443,Orthopaedics,99f024a8-b9e2-4ba8-8c8b-93520277c03c
1706,9205,92151676,Obstetrics and Gynaecology (O&G),3c04fe17-c3ac-4edc-91d5-5ee412b4cd25
1707,9206,87845411,Family Medicine,b1c63e8a-8dd2-4165-8b59-a883394b6de3
1708,9207,96492221,General Practitioner,e023c3d0-4596-45b2-93aa-5ea895da8c78
1709,9208,86768878,Dermatology,4e39f113-b97c-46c5-b8cf-a029a046393b
1710,9209,84100285,Cardiology,a052dc79-7e35-41ac-8882-9f70163260d6
1711,9210,82980643,Obstetrics and Gynaecology (O&G),6635035d-38b2-4287-886d-192ce9f3679d
1712,9211,97261802,Obstetrics and Gynaecology (O&G),f29a242c-4b3b-4bef-8766-303a76a48316
1713,9212,89345459,Ophthalmology,be77056e-d92d-4ee6-b8db-4cd45549fea5
1714,9213,86893216,Obstetrics and Gynaecology (O&G),cabcb17b-3a71-4276-a621-2335983df93a
1715,9214,98988561,Ophthalmology,0f4678df-6b47-433a-8fc9-6591b30f6a7c
1716,9215,95253041,Paediatrics,ba89b879-6919-478a-ae96-790af74a11a0
1717,9216,98934988,Dermatology,abf5a1f5-fc4d-480f-b9f7-acbd175b600f
1718,9217,88485295,Ophthalmology,87e51f62-3fb0-470b-a999-60afae5a2a18
1719,9218,84891428,Otorhinolaryngology (ENT),20220208-2ff2-41fe-89bb-8f52f63b721f
1720,9219,83882447,Dermatology,0f3a8576-71a4-44ff-a9e8-8cdebc53aa31
1721,9220,87371145,Otorhinolaryngology (ENT),48ad1fe6-d758-4744-a9e1-a4e0ef7b8be2
1722,9221,86879196,Dermatology,03035a84-5e8b-4ec1-88ce-4fcad6f640bc
1723,9222,93150564,General Practitioner,e49c9d4b-17c5-4b54-b488-f5e3500a2d24
1724,9223,84752033,Otorhinolaryngology (ENT),07e0b7fe-6faa-4ddc-8491-f98ddc4723c2
1725,9224,93406567,Otorhinolaryngology (ENT),984765e3-1c2c-43bc-be44-744d1f22f13e
1726,9225,80241613,Family Medicine,9b676029-db71-4f36-bc8e-150ce127186e
1727,9226,90168369,Otorhinolaryngology (ENT),2393de45-d4aa-4c33-9a21-e4b7e47b4cfd
1728,9227,86587645,Family Medicine,dc7f6679-f5fd-4087-bb55-53bed72ef2aa
1729,9228,95954627,Otorhinolaryngology (ENT),f90f1e0a-eb00-42fb-a659-9fc9e1faca44
1730,9229,93615770,Ophthalmology,fdf43f41-f8a6-4f07-a058-16ea41d0e386
1731,9230,84709359,Cardiology,ba6bbb39-5a5c-450d-9e19-191dc9fd6d34
1732,9231,95978509,Ophthalmology,7d3d2698-ceeb-4185-a990-473f3b010950
1733,9232,98132956,Cardiology,c09510c8-ec7c-463a-8497-887e29010d40
1734,9233,80841027,Family Medicine,9b656084-22b1-49a1-a6a0-9c9703528147
1735,9234,91973965,Family Medicine,a087285d-9074-4964-b697-795e73f9320e
1736,9235,83292497,Orthopaedics,bc0bfca5-597c-4f03-9d83-9fabab4d8bc9
1737,9236,98716862,General Practitioner,272ca7fd-9190-4d3d-b213-46de9be0a325
1738,9237,93020888,Internal Medicine,27831ad8-adac-4922-ba17-992987ad4735
1739,9238,81724579,Internal Medicine,ad586d79-eab5-4707-990f-4b080ff37767
1740,9239,86524852,Cardiology,5a096d05-58c3-460c-b49e-99a4e49efe7f
1741,9240,92384912,Obstetrics and Gynaecology (O&G),c19303d4-8ea6-41bd-b1ae-9360d6d7106f
1742,9241,81697384,Otorhinolaryngology (ENT),b3a361ad-2211-4d8a-b632-3eb0d5271b92
1743,9242,81995789,Paediatrics,b5ca62bf-5ff6-413d-a53f-ccd402610644
1744,9243,85799111,General Practitioner,bdd09a23-85e2-4967-9dd1-2834775b63f7
1745,9244,94602654,Family Medicine,b3783972-e4f4-4dcc-8ee9-581cd15acccf
1746,9245,89289706,General Practitioner,2c8bd6d4-fd3c-4fae-af36-b35f733d11f9
1747,9246,89346010,Ophthalmology,6c61017f-1b3b-4e3a-ae65-d4a69d1c047f
1748,9247,98816605,Paediatrics,1927be57-be43-4142-bfe4-4366ee244278
1749,9248,81722558,General Practitioner,b2bb2b84-877c-48fb-817d-5fae7e88e226
1750,9249,99028136,Ophthalmology,5d1f1210-55bb-42f4-bd89-141cb91507d3
1751,9250,80926286,Otorhinolaryngology (ENT),177a710c-211f-4cf2-8dbe-b5e2bb67f422
1752,9251,89042638,Dermatology,99fc94a0-1a1f-42e8-91a5-0814879a9eb1
1753,9252,94448163,Orthopaedics,10b3c4fc-408c-4cbc-97b9-3f70057dd20f
1754,9253,97933097,Obstetrics and Gynaecology (O&G),dd3ded0f-3018-40ab-8f31-392aee25a960
1755,9254,94888198,Cardiology,e9934077-222a-42c2-93dd-63d918fead31
1756,9255,99421358,Dermatology,2afbb5ac-4941-471c-bcc8-bc5e6ca2300c
1757,9256,86025768,Orthopaedics,d6e29f85-f22f-48ec-9d7c-4d15440d0948
1758,9257,93364153,Otorhinolaryngology (ENT),673ec2e1-233f-4576-b558-673d7e41e59d
1759,9258,93952064,General Practitioner,fa736b82-c277-449a-afd2-9f5ce51e3e02
1760,9259,86005783,Dermatology,63ce2ffb-9179-4c64-8e26-496eb29027e1
1761,9260,83002120,Orthopaedics,291109c0-c00c-4343-bbf0-a8060c6a1ae4
1762,9261,85305376,Paediatrics,5ad1a346-ebde-4d8d-bf3f-327a68cf54a3
1763,9262,91510205,Obstetrics and Gynaecology (O&G),f71fbe5c-d1cc-4639-b5dd-d6cf3c987cfc
1764,9263,96833062,Internal Medicine,254d2478-07c6-4d18-9ea9-88d31d0c6d61
1765,9264,91483410,Family Medicine,c1cc5e65-99e6-4583-8a75-b3268dd9eec4
1766,9265,86668203,Family Medicine,c6477f93-2f61-41fb-afc7-a1e25eb0c152
1767,9266,90917401,Paediatrics,e9e64073-9333-4f53-845d-316e2d307a2b
1768,9267,82155340,Otorhinolaryngology (ENT),3587807c-c675-4cf5-a0a6-8a6a9528498a
1769,9268,94296894,Orthopaedics,71f44822-c545-443a-ba13-d53d19a3551f
1770,9269,91552362,General Practitioner,b50b1bb6-38b1-429e-bb91-8e8709efdd3d
1771,9270,91241460,General Practitioner,a9930a3c-5b0d-4f24-9a71-0f92a94f63bb
1772,9271,97904845,Ophthalmology,690dc3f8-667d-4ba1-aa38-9cd289944411
1773,9272,91170119,Otorhinolaryngology (ENT),f5e4ae8f-84f2-492a-80f7-66640dbaa3ef
1774,9273,81428824,Orthopaedics,df3e31a7-1138-4cb2-ac2b-77f06ea45d1b
1775,9274,86736151,Obstetrics and Gynaecology (O&G),411bbe4c-3632-444f-86b7-11cb39fda356
1776,9275,99728804,Cardiology,caec1093-ba2d-4449-9896-38df5bd7ed55
1777,9276,95989800,Ophthalmology,8d3cd437-4391-4b60-a6d5-06a940d49608
1778,9277,93381225,Otorhinolaryngology (ENT),b644c119-7500-4bf7-a20e-03c35ae1dad7
1779,9278,89865524,Orthopaedics,0ffc78c6-f43c-4e07-9c6a-2683a8f77286
1780,9279,85999918,Orthopaedics,ee51c96d-d3ec-47d6-b717-28fa81b3ea38
1781,9280,88274100,Cardiology,ccbac230-68cc-4e95-853b-95bb09198e39
1782,9281,80162870,General Practitioner,d24b6148-81e3-4fb6-9df1-3a77575121b2
1783,9282,85027281,Paediatrics,a3ad506e-b194-4811-a635-9d274689302f
1784,9283,90814131,Orthopaedics,28f9a616-a0fb-49d3-a563-edb1e3c854a5
1785,9284,96232526,Dermatology,79c44c10-5aa2-442e-8920-6c727dfb225c
1786,9285,94104293,Orthopaedics,36864df3-54f8-4233-a68b-a3d24e1ef932
1787,9286,98110509,Orthopaedics,36115b92-3ea7-421e-8f14-f57c0acaa200
1788,9287,89357435,Otorhinolaryngology (ENT),68858ecf-d034-4979-ab41-d0fc6fba9256
1789,9288,95500131,Cardiology,b669d866-6dd1-43fb-a1e7-5fd05acc21db
1790,9289,94261397,General Practitioner,635cf9d3-5eb8-4033-8b2d-2df2b75e817c
1791,9290,98159579,Internal Medicine,5fcb344f-266e-4356-b8e6-e30f590541a4
1792,9291,94111268,Obstetrics and Gynaecology (O&G),c1d23b26-6b4a-4504-a5c4-dfbfd6b5929d
1793,9292,95917481,Otorhinolaryngology (ENT),fec17dea-eb3e-45fd-9d59-4bacf34aa99f
1794,9293,94723703,Cardiology,387a806f-289a-4988-afd8-3aa14089dc16
1795,9294,93452303,Family Medicine,977a39c5-09e0-48e8-9501-a2bcf2ada32c
1796,9295,94006893,General Practitioner,f38fc91e-4225-44e0-8fe9-7aebca59e954
1797,9296,87304611,Paediatrics,b0500c57-f890-4da8-a59a-07e450d0914e
1798,9297,96285136,Obstetrics and Gynaecology (O&G),50dbaa0f-a809-492b-a7bc-6e1a787f9518
1799,9298,88296621,Orthopaedics,15d7d7c9-9e2b-4644-953e-25203fccc0e5
1800,9299,83586128,Ophthalmology,b73ec165-7b9c-440e-8d3c-21c6f20fb125
1801,9300,91428324,Dermatology,1068ff9b-7c33-4371-9712-b23741ab220a
1802,9301,93699038,Cardiology,67d90869-36cc-4376-b809-e7266b67da0a
1803,9302,84773938,Orthopaedics,e65d4f92-5bec-4c4f-9c36-2ffa22dd3489
1804,9303,94514707,Obstetrics and Gynaecology (O&G),0430fb11-5c0f-4d0a-85e5-1e30aba86265
1805,9304,84724401,Otorhinolaryngology (ENT),bd431019-e033-46e8-9e78-5f8c1c385686
1806,9305,83811304,Obstetrics and Gynaecology (O&G),dcb5869e-640b-4014-af53-f7e833c42eae
1807,9306,95976601,Obstetrics and Gynaecology (O&G),854228e2-a4cf-4168-96bf-5b9ba7a394a2
1808,9307,89805716,Internal Medicine,944989e4-2468-420b-9110-f895495bb980
1809,9308,98161760,Cardiology,ddc3e26a-848d-4552-80ea-5d13a13ce877
1810,9309,89034563,Otorhinolaryngology (ENT),67f353e2-6f70-48b9-bd74-58f5c7ccff3e
1811,9310,93092200,General Practitioner,2fd9c282-e9da-48c2-88bd-58c39195c4dc
1812,9311,80020953,Orthopaedics,fcf77229-29a0-4f66-abe4-c802de33cfac
1813,9312,83371262,Obstetrics and Gynaecology (O&G),615a0eeb-97dc-453a-b459-226c03bf0772
1814,9313,92751219,Orthopaedics,cbb9aad7-f2ab-4459-992d-f7c5a0a1036c
1815,9314,86558083,Dermatology,e8ab5356-2cdb-480e-aea9-135d165126f7
1816,9315,92681692,Otorhinolaryngology (ENT),1c40f5ca-49bc-4683-837f-1467ed966deb
1817,9316,82016419,General Practitioner,42592e1f-189b-4a49-aa89-adb0d87afedf
1818,9317,96763657,Obstetrics and Gynaecology (O&G),3e2f47c4-6fa4-4d20-93ee-a14c4ffea3d2
1819,9318,89941289,Internal Medicine,4fb60723-5180-4bb3-bcc7-6694499a0dd6
1820,9319,88654381,Family Medicine,7e601bd5-b7c4-499c-9651-7a0409ca88f7
1821,9320,97755259,Ophthalmology,7946f431-86f5-41f6-b525-0b5d09cd5a87
1822,9321,94078088,Ophthalmology,126aaf16-2f73-4b02-bf27-284e0b67770a
1823,9322,94883320,Family Medicine,f97e3b48-a9a2-499b-9556-fea11b2be23d
1824,9323,93003926,Otorhinolaryngology (ENT),7125f7cc-d5d8-484f-bde9-f9ae3c9bf82b
1825,9324,99693149,Family Medicine,75bb2056-90ef-4195-9e23-5dfca5f1498a
1826,9325,84026954,Otorhinolaryngology (ENT),1a93af08-2d71-4f6b-a96a-cd00f16600c4
1827,9326,96962600,Ophthalmology,b031a2e0-2b67-4e6f-b57f-67ad9e4091a7
1828,9327,80481466,Ophthalmology,35dc7bf4-2bac-4363-a0be-5a131d8fa80c
1829,9328,94298734,Cardiology,2bf81900-6ad2-4542-aac5-d98bfbffbba1
1830,9329,89050542,Ophthalmology,36316b9c-a025-4a4c-ad33-d38e76bd49f5
1831,9330,86951839,Dermatology,bab61382-d64f-431f-aa7a-31f5495e0276
1832,9331,85278236,Orthopaedics,7d8fe7ac-c20b-442c-b601-01296cf28793
1833,9332,96787379,Family Medicine,28a10cb7-e961-4ae3-94e8-056782efd4c0
1834,9333,81520501,Dermatology,0e3a6b26-94e8-455f-92e5-b2523c607c29
1835,9334,83301033,General Practitioner,615fc40f-cceb-479d-b2dc-1c4ec0f3196e
1836,9335,98115831,Orthopaedics,aa453188-3505-4287-90f0-c51001093dce
1837,9336,81322343,Cardiology,19fb3d13-e454-4aa8-afb6-3969fa3e97d5
1838,9337,93996315,Otorhinolaryngology (ENT),263c3dd9-cd61-4095-84f2-aea8a6c3a1a2
1839,9338,83424272,Internal Medicine,9efabc0e-3f6f-4a8e-8238-06798c9347a8
1840,9339,90595579,General Practitioner,7b6f1680-6f81-403b-8353-43633fe89906
1841,9340,83757238,Obstetrics and Gynaecology (O&G),51db1f1e-e814-4c49-b4a2-61424da71f1b
1842,9341,90137792,Ophthalmology,65b26503-9d93-4e4e-99c8-e273304ce74c
1843,9342,88357978,Cardiology,b3b0b230-355f-4b4c-9d6b-4e2d662f3bdc
1844,9343,81853382,Otorhinolaryngology (ENT),5d70f673-c76a-4f0b-bb95-02f25e74cf44
1845,9344,92418619,General Practitioner,449629e5-337c-444c-86df-383580b0b227
1846,9345,88082783,Dermatology,2d704760-51e9-49c0-855d-3954244ddc9b
1847,9346,97125941,Cardiology,fc87345f-9df4-49d7-8677-e79f41787612
1848,9347,92668574,Internal Medicine,7bbcaf87-d0b0-4f76-8a40-8e772469c8f2
1849,9348,83791138,Orthopaedics,55edc719-1437-4261-ad6c-eb2842ef5097
